M,I,v,S,A,E_f,V_i,V_f,Q_i,Q_f,Ierr,g_i,g_f,DOI
26,1,112.86472499999945,1.1334258945561968e-34,2.567e-07,4842.2308570000005,0 1 0 0 0 0 2A1g,0 1 0 1 1 0 0E2u,11A2g  0A2g,11A2u  2E2g,0.00058309518948453,69,69,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,112.86993699999948,5.180121059401246e-35,5.4492e-07,5006.419221,0 1 0 0 0 0 2A1g,0 1 0 1 1 0 0E2u,16A1g  0A1g,16A1u  2E2g,0.0009219544457292887,33,33,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,112.87752899999941,4.957409121508038e-35,4.1679999999999997e-07,4933.717611,0 1 0 0 0 0 2A1g,0 1 0 1 1 0 0E2u,14A1g  0A1g,14A1u  2E2g,0.0006708203932499369,29,29,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,112.87796500000059,1.3993185018176866e-34,3.5906999999999995e-07,4900.877332999999,0 1 0 0 0 0 2A1g,0 1 0 1 1 0 0E2u,13A2g  0A2g,13A2u  2E2g,0.0006324555320336758,81,81,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,112.87812599999961,1.5391999362158948e-34,4.7879e-07,4968.895034,0 1 0 0 0 0 2A1g,0 1 0 1 1 0 0E2u,15A2g  0A2g,15A2u  2E2g,0.0010295630140987001,93,93,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,112.90544299999988,2.821674934951955e-27,4.782e-06,1934.163109,0 0 0 1 0 0 0E1u,0 0 0 0 0 0 1E1g,33A1u  1E1g,33A1g  1E1g,0.0010816653826391967,67,67,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,113.01485599999978,2.3766628170040444e-31,4.977e-05,4107.322468,0 1 0 1 0 0 0E1u,1 0 0 0 3 0 0E1g,10A1u  1E1g,9A1g  1E1g,0.0009848857801796104,21,19,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,113.01679799999965,4.778070953932462e-35,2.5796e-07,4855.991688,0 1 0 1 1 0 0E2u,0 1 0 0 2 0 0A1g,15A1u  2E2g,14A1g  0A1g,0.000565685424949238,31,29,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,113.07832300000155,5.877446758111151e-41,1.2809999999999999e-06,8258.467078,2 1 0 1 0 0 0E1g,1 1 0 2 0 0 2A2u,19A2g  1E1g,18A2u  0A1g,0.0010630145812734648,117,111,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,113.21835899999951,2.18638004600015e-34,3.5942000000000002e-06,5230.502553,0 1 0 0 2 1 0E1g,0 1 0 0 2 0 1E1u,10A2g  1E1g,10A2u  1E1g,0.0009219544457292888,63,63,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,113.25142599999981,5.209027293165944e-31,7.5122e-05,3986.5757670000003,0 1 0 1 0 0 0E1g,1 0 0 3 0 0 0E1u,8A1g  1E1g,9A1u  1E1g,0.0006708203932499369,17,19,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,113.30657599999904,6.93058332419373e-31,5.6993e-05,4256.899696,0 1 0 0 0 0 1E1g,0 1 0 0 0 0 1E1u,18A2g  1E1g,17A2u  1E1g,0.0007211102550927978,111,105,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,113.31269999999995,3.6002374085792974e-26,0.00079405,2123.8032350000003,0 0 0 0 0 1 2E3u,0 0 0 2 1 0 0E3g,6A1u  3E3g,6A1g  3E3g,0.0008602325267042626,13,13,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,113.32698900000014,2.8733097694119736e-26,0.0005953,2140.3434239999997,0 0 0 0 0 1 2E3u,0 0 0 2 1 0 0E3g,7A1u  3E3g,7A1g  3E3g,0.0012041594578792295,15,15,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,113.36525699999947,4.022072977338717e-35,1.2549000000000002e-07,4968.407903,0 1 0 0 0 0 2A1g,1 0 0 1 3 0 0E2u,15A2g  0A2g,14A2u  2E2g,0.00058309518948453,93,87,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,113.41842900000006,4.416062650419803e-27,1.2248000000000001e-06,1675.316524,0 0 0 0 1 1 0A1u,0 0 0 0 1 0 1E2g,19A2u  0A2g,19A2g  2E2g,0.0004123105625617661,117,117,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,113.50458700000127,2.889938356342957e-35,2.6049999999999998e-08,4589.050311999999,0 1 0 0 1 1 0A2g,0 1 0 0 1 0 1E2u,8A2g  0A1g,8A2u  2E2g,0.0006708203932499369,51,51,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,113.54831599999943,1.61342284210104e-35,4.3277000000000004e-08,4610.160795000001,0 1 0 0 1 1 0A2g,0 1 0 0 1 0 1E2u,9A1g  0A2g,9A1u  2E2g,0.0009433981132056604,19,19,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,113.6501089999997,2.2207571712270025e-27,9.669299999999999e-05,2478.149307,0 0 0 0 0 1 2E3u,0 0 0 2 1 0 0E3g,18A1u  3E3g,18A1g  3E3g,0.0004242640687119285,37,37,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,113.83836699999938,7.097924743984413e-35,2.2698e-07,4717.963974,0 1 0 0 1 1 0A2g,0 1 0 0 1 0 1E2u,13A1g  0A2g,13A1u  2E2g,0.0004242640687119285,27,27,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,113.86545999999998,4.0772841972547256e-32,9.7258e-05,4850.628855,0 1 0 0 1 0 1E2g,1 0 0 1 3 0 0E2u,11A2g  2E2g,10A2u  2E2g,0.0009219544457292887,69,63,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,113.8724229999998,1.3556517175589857e-32,9.6995e-05,4850.577875,0 1 0 0 1 0 1E2g,1 0 0 1 3 0 0E2u,11A1g  2E2g,10A1u  2E2g,0.0008602325267042626,23,21,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,114.01747799999998,2.5654994395988397e-24,0.00039726,1252.3815339999999,0 0 0 1 1 0 0E2u,0 0 0 0 1 0 1E2g,4A2u  2E2g,4A2g  2E2g,0.001140175425099138,27,27,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,114.03819199999998,1.936400565894127e-24,0.00025984,1264.1576810000001,0 0 0 1 1 0 0E2u,0 0 0 0 1 0 1E2g,5A2u  2E2g,5A2g  2E2g,0.0006403124237432849,33,33,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,114.06101399999989,4.9771960996932625e-25,0.00018164,1278.291607,0 0 0 1 1 0 0E2u,0 0 0 0 1 0 1E2g,6A1u  2E2g,6A1g  2E2g,0.0005,13,13,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,114.12685000000056,3.801846086239399e-44,0.00014565,10740.68784,0 3 0 0 0 0 1E1u,0 3 0 1 0 0 0E1g,19A2u  1E1g,18A2g  1E1g,0.0007810249675906653,117,111,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,114.14081699999952,2.5741182277113366e-33,1.1540999999999998e-05,4786.802087,0 1 0 1 1 0 0E2u,1 0 0 2 0 2 0E2g,13A1u  2E2g,12A1g  2E2g,0.00058309518948453,27,25,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,114.38112599999977,2.23935511355797e-27,0.00066729,2622.6329600000004,1 0 0 1 0 0 0E1u,1 0 0 0 0 0 1E1g,5A1u  1E1g,6A1g  1E1g,0.0006403124237432849,11,13,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,114.38172200000008,2.662302368500868e-35,3.8133e-08,4725.815953,1 0 0 0 4 0 0A2u,0 1 0 1 1 0 0E2g,10A2u  0A1g,9A2g  2E2g,0.0007071067811865475,63,57,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,114.52892500000007,1.5955590605122595e-26,1.3524000000000001e-05,1676.616894,0 0 0 1 1 0 0E2u,0 0 0 0 1 0 1E2g,19A1u  2E2g,19A1g  2E2g,0.00058309518948453,39,39,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,114.89790699999958,2.602771952242678e-32,5.9687e-05,4840.197675,0 1 0 0 0 0 2A1g,1 0 0 0 4 0 0A2u,11A2g  0A2g,10A2u  0A1g,0.0007071067811865475,69,63,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,114.93491899999935,2.23823903404724e-39,1.8775e-05,7756.161741,0 2 0 1 1 0 0E2g,0 2 0 1 0 1 0A2u,4A2g  2E2g,4A2u  0A1g,0.0010295630140987001,27,27,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.07805499999995,5.94001889077792e-31,0.00022959,4333.841526,0 1 0 1 0 0 0E1u,0 1 0 1 0 0 0E1g,17A1u  1E1g,16A1g  1E1g,0.0004242640687119285,35,33,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.37048100000084,1.7628261593756372e-34,3.6286999999999997e-07,4891.192222,0 1 0 1 1 0 0E2u,0 1 0 0 2 0 0A1g,16A2u  2E2g,15A2g  0A2g,0.0008944271909999159,99,93,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.37576099999933,3.58567675392668e-45,1.1814e-08,9340.914052,2 1 0 0 0 0 2A1g,0 2 0 3 0 0 0E1u,25A2g  0A2g,25A2u  1E1g,0.0007211102550927978,153,153,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.41784499999903,4.6512876357904333e-38,0.00033885,7767.354412000001,0 2 0 1 1 0 0E2g,0 2 0 0 1 0 1E2u,5A2g  2E2g,5A2u  2E2g,0.000565685424949238,33,33,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.42325999999957,2.8248124778325985e-41,1.1977e-05,8968.885439,0 2 0 0 1 1 0A2g,0 2 0 1 0 1 0A2u,32A2g  0A1g,32A2u  0A1g,0.0010295630140987001,195,195,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.43242299999838,5.826248548441078e-38,0.00049019,7755.664237000001,0 2 0 1 1 0 0E2g,0 2 0 0 1 0 1E2u,4A2g  2E2g,4A2u  2E2g,0.0008602325267042626,27,27,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.43701699999974,2.434737847209409e-33,3.1054000000000003e-07,4035.7234439999997,0 1 0 0 0 0 1E1g,1 0 0 3 0 0 0E1u,12A1g  1E1g,11A1u  1E1g,0.0003162277660168379,25,23,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.46112399999947,2.287558387833461e-31,5.018e-05,4130.071238,0 1 0 1 0 0 0E1u,1 0 0 0 3 0 0E1g,11A1u  1E1g,10A1g  1E1g,0.0004242640687119285,23,21,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.57717400000092,8.101189416179835e-39,0.00019206,8073.561916,0 2 0 0 1 0 1E2g,0 2 0 1 1 0 0E2u,7A2g  2E2g,7A2u  2E2g,0.0010816653826391967,45,45,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.585473000001,1.8382745045086475e-31,0.00016812,4610.230479999999,0 1 0 1 1 0 0E2g,0 1 0 0 1 0 1E2u,9A2g  2E2g,9A2u  2E2g,0.0007810249675906653,57,57,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.58647700000006,3.380609324265629e-26,9.6012e-06,1675.316524,0 0 0 1 1 0 0E2u,0 0 0 0 1 0 1E2g,19A2u  2E2g,19A2g  2E2g,0.000608276253029822,117,117,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.59477599999991,1.327782586643582e-26,1.9867e-05,1791.145819,0 0 0 0 1 0 1E2g,0 0 0 1 1 0 0E2u,19A1g  2E2g,19A1u  2E2g,0.0007615773105863909,39,39,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.59679300000062,2.314843227699462e-31,0.00021349,4589.050311999999,0 1 0 1 1 0 0E2g,0 1 0 0 1 0 1E2u,8A2g  2E2g,8A2u  2E2g,0.0006708203932499369,51,51,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.6069580000003,4.802801867665092e-32,0.00013367,4633.713978,0 1 0 1 1 0 0E2g,0 1 0 0 1 0 1E2u,10A1g  2E2g,10A1u  2E2g,0.001131370849898476,21,21,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.6334769999994,1.1228972308976643e-31,0.00010787,4659.543664,0 1 0 1 1 0 0E2g,0 1 0 0 1 0 1E2u,11A2g  2E2g,11A2u  2E2g,0.0009486832980505138,69,69,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.66697199999908,2.895896988825999e-32,8.8082e-05,4687.718352000001,0 1 0 1 1 0 0E2g,0 1 0 0 1 0 1E2u,12A1g  2E2g,12A1u  2E2g,0.00058309518948453,25,25,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.74151600000005,6.3321463823212784e-27,1.0831e-07,1107.2302,0 0 0 1 0 0 0E1u,0 0 0 0 0 0 1E1g,20A2u  1E1g,20A2g  1E1g,0.0007615773105863909,123,123,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.81806899999992,3.7994651763494575e-32,5.0248000000000004e-05,4786.308916,0 1 0 1 1 0 0E2g,0 1 0 0 1 0 1E2u,15A2g  2E2g,15A2u  2E2g,0.0003605551275463989,93,93,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,115.88626899999963,2.0944622291741047e-32,6.8491e-05,4717.963974,0 1 0 1 1 0 0E2g,0 1 0 0 1 0 1E2u,13A1g  2E2g,13A1u  2E2g,0.00058309518948453,27,27,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.14298599999984,1.381251465707825e-32,0.00010573,4876.531381000001,0 1 0 0 1 0 1E2g,1 0 0 1 3 0 0E2u,12A1g  2E2g,11A1u  2E2g,0.0009899494936611666,25,23,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.16647000000103,3.960695468563827e-33,5.7342999999999995e-06,4724.031204999999,1 0 0 0 4 0 0A2u,0 1 0 1 0 1 0A1g,10A2u  0A1g,11A2g  0A2g,0.0005099019513592785,63,69,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.17874099999995,4.144622616717366e-26,2.0778000000000003e-05,1790.9030010000001,0 0 0 0 1 0 1E2g,0 0 0 1 1 0 0E2u,19A2g  2E2g,19A2u  2E2g,0.0007211102550927978,117,117,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.3123230000001,2.7652475453207476e-32,6.4557e-05,4902.126985,0 1 0 0 1 0 1E2u,0 1 0 1 1 0 0E2g,15A2u  2E2g,15A2g  2E2g,0.00058309518948453,93,93,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.32274900000084,5.5844373416777955e-33,3.5227e-05,4866.8606119999995,0 1 0 0 1 0 1E2u,0 1 0 1 1 0 0E2g,14A1u  2E2g,14A1g  2E2g,0.0008544003745317531,29,29,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.32959200000005,3.5246594074130417e-32,0.00017342,4749.320936,0 1 0 0 1 0 1E2u,0 1 0 1 1 0 0E2g,10A1u  2E2g,10A1g  2E2g,0.001131370849898476,21,21,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.33339200000046,8.378400316729e-32,0.00014227,4775.177140999999,0 1 0 0 1 0 1E2u,0 1 0 1 1 0 0E2g,11A2u  2E2g,11A2g  2E2g,0.0009486832980505138,69,69,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.33384500000011,2.2057902556677593e-32,0.00011857,4803.385324,0 1 0 0 1 0 1E2u,0 1 0 1 1 0 0E2g,12A1u  2E2g,12A1g  2E2g,0.0007071067811865475,25,25,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.3343789999999,5.227071737316627e-32,0.00010061,4833.946628,0 1 0 0 1 0 1E2u,0 1 0 1 1 0 0E2g,13A2u  2E2g,13A2g  2E2g,0.0007810249675906653,81,81,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.42137800000091,7.547009469448146e-33,1.249e-05,4817.381511,0 1 0 1 1 0 0E2u,1 0 0 2 0 2 0E2g,14A2u  2E2g,13A2g  2E2g,0.0003605551275463989,87,81,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.45459499999924,2.797083426898908e-32,0.00014264,4775.127052000001,0 1 0 0 1 0 1E2u,0 1 0 1 1 0 0E2g,11A1u  2E2g,11A1g  2E2g,0.0008602325267042626,23,23,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.61057700000038,2.149224709577147e-29,0.0019212,4106.656940999999,1 0 0 0 0 3 0E1u,1 0 0 0 3 0 0E1g,8A2u  1E1g,9A2g  1E1g,0.0006708203932499369,51,57,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.62744999999995,6.91890115592106e-30,0.0018617999999999998,4107.322468,1 0 0 0 0 3 0E1u,1 0 0 0 3 0 0E1g,8A1u  1E1g,9A1g  1E1g,0.0008062257748298549,17,19,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.70895399999972,1.6770504562974496e-32,1.5130000000000002e-06,4256.899696,0 1 0 1 0 0 0E1g,0 1 0 0 0 0 1E1u,17A2g  1E1g,17A2u  1E1g,0.0006403124237432849,105,105,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.71350900000004,8.513468407581076e-26,1.7128e-06,826.498976,0 0 0 1 0 0 0E1u,0 0 0 0 0 0 1E1g,13A1u  1E1g,13A1g  1E1g,0.0007615773105863909,27,27,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.71774699999969,1.0277436999193496e-32,7.223699999999999e-05,4901.959001,0 1 0 0 1 0 1E2u,0 1 0 1 1 0 0E2g,15A1u  2E2g,15A1g  2E2g,0.0009486832980505138,31,31,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.85097099999984,5.916111899006864e-38,1.4121e-06,6756.080568,1 1 0 0 0 0 2A2u,1 1 0 1 1 0 0E2g,12A2u  0A1g,12A2g  2E2g,0.0010816653826391967,75,75,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,116.89027900000019,9.915293294079676e-33,2.3485e-06,4216.951247,0 1 0 1 0 0 0E1g,0 1 0 0 0 0 1E1u,16A1g  1E1g,16A1u  1E1g,0.0004242640687119285,33,33,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.05080199999975,1.3579495551044203e-41,3.7239e-05,9291.199073,2 1 0 0 1 0 1E2g,2 1 0 0 1 0 1E2u,24A2g  2E2g,23A2u  2E2g,0.0007810249675906653,147,141,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.06280599999991,4.3944035518597114e-26,0.00036144,1878.1069690000002,0 0 0 0 2 1 0E1u,0 0 0 0 2 0 1E1g,5A1u  1E1g,4A1g  1E1g,0.0007071067811865475,11,9,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.37807699999996,7.579603729786848e-24,6.0636999999999996e-05,635.3042320000001,0 0 0 1 0 0 0E1u,0 0 0 0 0 0 1E1g,4A2u  1E1g,4A2g  1E1g,0.0007615773105863909,27,27,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.37891099999979,1.6192213081620304e-30,0.00024545,4373.60865,0 1 0 1 0 0 0E1u,0 1 0 1 0 0 0E1g,18A2u  1E1g,17A2g  1E1g,0.0008602325267042626,111,105,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.41099700000007,3.599003786994316e-24,0.00010611,625.860241,0 0 0 1 0 0 0E1u,0 0 0 0 0 0 1E1g,3A1u  1E1g,3A1g  1E1g,0.001,7,7,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.45209899999998,1.0397131350724198e-23,0.00067567,614.054888,0 0 0 1 0 0 0E1u,0 0 0 0 0 0 1E1g,1A1u  1E1g,1A1g  1E1g,0.0005,3,3,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.63482799999997,5.7676392778401846e-24,4.0061e-05,646.952037,0 0 0 1 0 0 0E1u,0 0 0 0 0 0 1E1g,5A2u  1E1g,5A2g  1E1g,0.0009848857801796104,33,33,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.76656000000003,1.1317154339551182e-31,1.6851e-05,4026.532351,0 1 0 1 0 0 0E1g,0 1 0 0 0 0 1E1u,10A1g  1E1g,10A1u  1E1g,0.0004242640687119285,21,21,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.76715599999989,5.161487336140108e-41,6.572300000000001e-05,9123.218857,0 2 0 0 2 1 0E1u,0 2 0 3 0 0 0E1g,23A2u  1E1g,24A2g  1E1g,0.0007211102550927978,141,147,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.85507299999972,9.517004729106631e-33,7.055100000000001e-05,4923.267435,1 0 0 1 3 0 0E2u,1 0 0 2 0 2 0E2g,16A1u  2E2g,16A1g  2E2g,0.000848528137423857,33,33,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.87415099999998,3.853490981125305e-32,8.443200000000001e-05,4885.621736,1 0 0 1 3 0 0E2u,1 0 0 2 0 2 0E2g,15A2u  2E2g,15A2g  2E2g,0.0006708203932499369,93,93,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.87623599999961,4.641060705642479e-31,2.2736e-05,4003.01489,0 1 0 1 0 0 0E1g,0 1 0 0 0 0 1E1u,9A2g  1E1g,9A2u  1E1g,0.0003605551275463989,57,57,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.89666699999998,2.9494081743372483e-32,0.00014874,4786.802087,1 0 0 1 3 0 0E2u,1 0 0 2 0 2 0E2g,12A1u  2E2g,12A1g  2E2g,0.00058309518948453,25,25,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.90076800000043,6.776823643652142e-32,0.00012239,4817.381511,1 0 0 1 3 0 0E2u,1 0 0 2 0 2 0E2g,13A2u  2E2g,13A2g  2E2g,0.0004242640687119285,81,81,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.90085400000044,1.7127957920282272e-32,0.0001014,4850.316398,1 0 0 1 3 0 0E2u,1 0 0 2 0 2 0E2g,14A1u  2E2g,14A1g  2E2g,0.000565685424949238,29,29,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.90666599999986,1.1448530839082358e-31,0.00018237,4758.556299,1 0 0 1 3 0 0E2u,1 0 0 2 0 2 0E2g,11A2u  2E2g,11A2g  2E2g,0.00058309518948453,69,69,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.90719500000068,4.9009669970225237e-32,0.00022619,4732.670679999999,1 0 0 1 3 0 0E2u,1 0 0 2 0 2 0E2g,10A1u  2E2g,10A1g  2E2g,0.0007810249675906653,21,21,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,117.97993700000006,2.085322283327157e-31,3.0938e-05,3981.847256,0 1 0 1 0 0 0E1g,0 1 0 0 0 0 1E1u,8A1g  1E1g,8A1u  1E1g,0.0007810249675906653,17,17,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,118.14540000000011,1.057555901659783e-28,2.4386e-08,1366.3990119999999,0 0 0 0 0 0 2A1g,0 0 0 1 1 0 0E2u,5A2g  0A2g,4A2u  2E2g,0.0010295630140987001,33,27,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,118.19965200000115,1.9817564357447177e-32,2.6775e-05,4724.031204999999,0 1 0 1 1 0 0E2u,0 1 0 1 0 1 0A1g,11A2u  2E2g,11A2g  0A2g,0.0003162277660168379,69,69,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,118.21363800000017,1.417523290724549e-34,2.805e-07,4850.194265,1 0 0 1 3 0 0E2u,0 1 0 1 0 1 0A1g,14A2u  2E2g,15A2g  0A2g,0.0003605551275463989,87,93,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,118.31592399999954,1.2503553613991815e-37,0.00015016,7297.077664,1 1 0 0 0 3 0E1g,1 1 0 2 0 0 1E1u,3A2g  1E1g,4A2u  1E1g,0.0009486832980505138,21,27,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,118.34678899999994,1.910040949908332e-30,9.6981e-10,1788.7349530000001,0 0 0 0 1 0 1E2g,0 0 0 0 1 1 0A1u,19A2g  2E2g,19A2u  0A2g,0.000565685424949238,117,117,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,118.42289099999925,1.3463427703950293e-32,2.0633e-05,4782.454442,0 1 0 1 1 0 0E2u,0 1 0 1 0 1 0A1g,13A2u  2E2g,13A2g  0A2g,0.0003605551275463989,81,81,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,118.42604399999982,1.3710935727327407e-32,0.0001142,4904.698754,0 1 0 0 1 0 1E2g,1 0 0 1 3 0 0E2u,13A1g  2E2g,12A1u  2E2g,0.0008602325267042626,27,25,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,118.52104700000018,8.034472260549008e-36,4.1471e-08,4773.0606,0 1 0 0 1 0 1E2u,0 1 0 0 1 1 0A2g,11A1u  2E2g,11A1g  0A2g,0.0007615773105863909,23,23,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,118.69208799999979,2.416798194085536e-33,1.3498e-05,4850.316398,0 1 0 1 1 0 0E2u,1 0 0 2 0 2 0E2g,15A1u  2E2g,14A1g  2E2g,0.000565685424949238,31,29,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,118.70076900000004,8.502446766553411e-33,1.5821e-05,4850.194265,0 1 0 1 1 0 0E2u,0 1 0 1 0 1 0A1g,15A2u  2E2g,15A2g  0A2g,0.0009219544457292888,93,93,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,118.84014000000025,2.142996045637253e-43,0.0012519,10237.63523,0 3 0 1 0 0 0E1g,0 3 0 0 0 0 1E1u,3A1g  1E1g,4A1u  1E1g,0.0005385164807134503,7,9,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,118.8483499999993,1.6050566630552523e-35,4.199e-08,4613.82233,1 0 0 2 0 2 0E2g,0 1 0 1 0 1 0A2u,10A1g  2E2g,9A1u  0A2g,0.0006708203932499369,21,19,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,118.86075999999957,6.520405676457878e-43,0.0012692,10237.50894,0 3 0 1 0 0 0E1g,0 3 0 0 0 0 1E1u,3A2g  1E1g,4A2u  1E1g,0.0007810249675906653,21,27,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
26,1,118.87591899999961,7.007637086836248e-31,3.4918e-05,3981.4392789999997,0 1 0 1 0 0 0E1g,0 1 0 0 0 0 1E1u,8A2g  1E1g,8A2u  1E1g,0.0003605551275463989,51,51,"10.1093/mnras/sty1542 , 10.1093/mnras/sty2050"
